pmid,student_model,judge_model,faithfulness_score,correctness_score,rougeL_f1_baseline
21889895,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9,0.1,0.10038610038610038
23587089,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.199288256227758
23587089,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.14838709677419354
23587089,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.7,0.12095032397408208
23587089,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.13934426229508198
23587089,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8888888888888888,0.2,0.19246861924686195
8375607,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.21305841924398625
8375607,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.8,0.19636363636363638
8375607,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9,0.7,0.25925925925925924
8375607,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9230769230769231,0.6,0.1935483870967742
8375607,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.2647058823529412
25228241,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.18473895582329317
25228241,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.10439560439560439
25228241,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.7,0.13440860215053765
25228241,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.17006802721088438
25228241,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9090909090909091,0.5,0.15841584158415842
15050326,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9090909090909091,0.6,0.1643835616438356
15050326,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.13793103448275862
15050326,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.1764705882352941
15050326,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.1280353200883002
15050326,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.17605633802816903
25417760,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.12669683257918551
25417760,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.10389610389610389
25417760,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.7,0.10434782608695652
25417760,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8461538461538461,0.4,0.08899297423887587
25417760,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.5,0.1,0.12048192771084337
18251357,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.2,0.09322033898305083
18251357,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.06741573033707865
18251357,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.10989010989010989
18251357,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.08256880733944955
18251357,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.10843373493975905
17032327,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.13675213675213677
17032327,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9444444444444444,0.9,0.05755395683453237
17032327,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.10666666666666665
17032327,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.1212121212121212
17032327,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9,0.9,0.11607142857142859
17483607,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9166666666666666,0.7,0.13333333333333336
17483607,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9285714285714286,0.7,0.08955223880597014
17483607,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.09677419354838711
17483607,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.09885931558935361
17483607,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8,0.3,0.12571428571428572
22154448,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.7,0.141643059490085
22154448,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.11167512690355329
22154448,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.7,0.143236074270557
22154448,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.20066889632107024
22154448,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.19811320754716982
19268855,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9230769230769231,0.2,0.060606060606060615
19268855,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9444444444444444,0.4,0.05660377358490566
19268855,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.06249999999999999
19268855,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9090909090909091,0.2,0.0617283950617284
19268855,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9090909090909091,0.7,0.06734006734006732
25186850,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.05980066445182725
25186850,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.06666666666666667
25186850,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.0625
25186850,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.06790123456790123
25186850,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.6666666666666666,0.2,0.10731707317073172
24237112,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.14953271028037382
24237112,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9333333333333333,0.9,0.12286689419795223
24237112,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.14400000000000002
24237112,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.15916955017301038
24237112,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.875,0.5,0.1702127659574468
9044116,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.10408921933085502
9044116,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9166666666666666,0.9,0.1111111111111111
9044116,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.09375
9044116,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.09523809523809525
9044116,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.09216589861751152
18496363,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.15479876160990713
18496363,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.16167664670658682
18496363,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.16167664670658682
18496363,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9285714285714286,0.1,0.12307692307692307
18496363,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.2047244094488189
18603989,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9090909090909091,0.5,0.07317073170731707
18603989,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.046511627906976744
18603989,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.08450704225352113
18603989,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.05555555555555556
18603989,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.056818181818181816
10411439,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.8,0.17464788732394365
10411439,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.1643059490084986
10411439,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.14457831325301207
10411439,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.17534246575342463
10411439,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8888888888888888,0.2,0.22680412371134023
18534072,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.7777777777777778,0.6,0.1461794019933555
18534072,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8461538461538461,0.8,0.11494252873563218
18534072,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8571428571428571,0.6,0.17959183673469387
18534072,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.7,0.13105413105413105
18534072,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.15789473684210525
9427037,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.07518796992481204
9427037,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.07913669064748201
9427037,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9230769230769231,0.7,0.06870229007633588
9427037,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8888888888888888,0.7,0.061111111111111116
9427037,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.10062893081761005
21342862,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.15972222222222224
21342862,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.15946843853820597
21342862,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.8,0.19491525423728814
21342862,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.1256544502617801
21342862,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.16666666666666666
27096199,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.15833333333333333
27096199,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,1.0,0.14634146341463417
27096199,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.17670682730923695
27096199,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8888888888888888,0.7,0.13385826771653545
27096199,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.175609756097561
19923859,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9230769230769231,0.1,0.06984126984126984
19923859,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.06369426751592357
19923859,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.875,0.9,0.10280373831775702
19923859,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.08637873754152825
19923859,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.7777777777777778,0.7,0.10404624277456646
20842006,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.1310043668122271
20842006,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.10810810810810811
20842006,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.14218009478672985
20842006,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.6,0.13438735177865613
20842006,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.9,0.15238095238095237
17096624,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.03125
17096624,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.05825242718446602
17096624,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.3,0.03738317757009346
17096624,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9411764705882353,0.3,0.04464285714285714
17096624,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8888888888888888,0.2,0.0375
17910536,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.05063291139240506
17910536,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9444444444444444,0.5,0.038314176245210725
17910536,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8888888888888888,0.6,0.0591715976331361
17910536,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9285714285714286,0.4,0.050793650793650794
17910536,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9,0.5,0.05581395348837209
27338535,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9333333333333333,0.4,0.12820512820512822
27338535,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9411764705882353,0.4,0.12422360248447203
27338535,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.8333333333333334,0.4,0.1388888888888889
27338535,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9,0.3,0.1282798833819242
27338535,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.6363636363636364,0.3,0.12727272727272726
24098953,gpt4o,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.104
24098953,claude,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.8,0.12230215827338131
24098953,gemini,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.5,0.07669616519174041
24098953,llama,<anthropic.Anthropic object at 0x7fcf00eadeb0>,0.9230769230769231,0.5,0.07123287671232877
24098953,gemma,<anthropic.Anthropic object at 0x7fcf00eadeb0>,1.0,0.4,0.12571428571428572
25957366,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,0.875,0.3,0.11602209944751382
22513023,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.16597510373443983
14713788,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.5,0.09923664122137404
10158597,llama,<google.genai.client.Client object at 0x7fcf005608f0>,0.8571428571428571,0.5,0.0898876404494382
25588461,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.07017543859649122
25588461,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.4,0.08737864077669902
21889895,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.1005586592178771
21889895,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.13821138211382114
23587089,llama,<google.genai.client.Client object at 0x7fcf005608f0>,0.875,0.4,0.13934426229508198
23587089,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.8571428571428571,0.3,0.19246861924686195
8375607,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.21305841924398625
8375607,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.1,0.19636363636363638
8375607,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.25925925925925924
8375607,llama,<google.genai.client.Client object at 0x7fcf005608f0>,0.7142857142857143,0.4,0.1935483870967742
8375607,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.875,0.6,0.2647058823529412
25228241,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.18473895582329317
25228241,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.10439560439560439
25228241,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,0.8571428571428571,1.0,0.13440860215053765
25228241,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.6,0.17006802721088438
25228241,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.15841584158415842
15050326,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.0,0.1643835616438356
15050326,claude,<google.genai.client.Client object at 0x7fcf005608f0>,0.8888888888888888,0.5,0.13793103448275862
15050326,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.1764705882352941
15050326,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.2,0.1280353200883002
15050326,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.1,0.17605633802816903
25417760,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.12669683257918551
25417760,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.10389610389610389
25417760,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.10434782608695652
25417760,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.08899297423887587
25417760,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.5,0.2,0.12048192771084337
18251357,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.09322033898305083
18251357,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.06741573033707865
18251357,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.6,0.10989010989010989
18251357,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.08256880733944955
18251357,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.7,0.10843373493975905
17032327,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.13675213675213677
17032327,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.05755395683453237
17032327,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.10666666666666665
17032327,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.1212121212121212
17032327,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.8888888888888888,1.0,0.11607142857142859
17483607,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.4,0.13333333333333336
17483607,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.6,0.08955223880597014
17483607,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.09677419354838711
17483607,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.5,0.09885931558935361
17483607,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.8571428571428571,0.2,0.12571428571428572
22154448,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.141643059490085
22154448,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.11167512690355329
22154448,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.143236074270557
22154448,llama,<google.genai.client.Client object at 0x7fcf005608f0>,0.9,0.3,0.20066889632107024
22154448,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.875,1.0,0.19811320754716982
19268855,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,0.8888888888888888,0.3,0.060606060606060615
19268855,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.05660377358490566
19268855,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.06249999999999999
19268855,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.0617283950617284
19268855,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.875,1.0,0.06734006734006732
25186850,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.05980066445182725
18496363,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.2047244094488189
18603989,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.07317073170731707
18534072,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,0.8333333333333334,0.8,0.1461794019933555
21342862,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.19491525423728814
21342862,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.1256544502617801
27096199,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.14634146341463417
19923859,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.7142857142857143,1.0,0.10404624277456646
20842006,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.13438735177865613
17096624,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.0,0.03125
17096624,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.0,0.03738317757009346
17096624,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.4,0.04464285714285714
17096624,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.8571428571428571,0.0,0.0375
17910536,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.0,0.038314176245210725
27338535,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.12727272727272726
17192736,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.2,0.13197969543147206
21084567,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.12056737588652482
21084567,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.10401891252955082
20594006,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.12454212454212452
20594006,llama,<google.genai.client.Client object at 0x7fcf005608f0>,0.8,0.7,0.14334470989761092
20594006,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.1278538812785388
23348330,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.4,0.08058608058608056
25669733,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.07326007326007326
15841770,gemma,<google.genai.client.Client object at 0x7fcf005608f0>,0.16666666666666666,0.0,0.09090909090909091
9582182,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.2,0.08530805687203791
17276182,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.12556053811659193
17276182,llama,<google.genai.client.Client object at 0x7fcf005608f0>,0.8888888888888888,0.7,0.10199556541019957
18783922,gpt4o,<google.genai.client.Client object at 0x7fcf005608f0>,0.8571428571428571,0.2,0.04664723032069971
18783922,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.2,0.06153846153846155
22955530,claude,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.125
22955530,gemini,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,0.3,0.1673003802281369
22955530,llama,<google.genai.client.Client object at 0x7fcf005608f0>,1.0,1.0,0.15976331360946747
